codigo_da_mantenedora,name,cnpj,nome_da_mantenedora,natureza_juridica_da_mantenedora,codigo_da_ies,sigla_da_ies,categoria_administrativa_da_ies,organizacao_academica_da_ies,sistema_de_ensino_da_ies,ies_comunitaria_sn,ies_confessional_sn,ies_filantropica_sn,logradouro,cep,codigo_do_municipio_ibge,municipio,uf,telefone,fax,e_mail,site,representante_legal,conceito_institucional_ci,ano_do_ci,indice_geral_de_cursos_igc,ano_do_igc,ato_de_credenciamento,data_do_ato_de_credenciamento,ato_de_recredenciamento,data_do_ato_de_recredenciamento
407,FACULDADE CNEC NOVA PETRÓPOLIS,33.621.384/0001-19,CAMPANHA NACIONAL DE ESCOLAS DA COMUNIDADE,Privada sem fins lucrativos,2084,,PRIVADA SEM FINS LUCRATIVOS,FACULDADE,F,S,N,,"RUA 28 DE FEVEREIRO, 100, LOGRADOURO",95150000,4313201,NOVA PETRÓPOLIS,RS,(54) 3281 1067,(54) 3281 2166,0044.contato@cnec.br;ceduc.es@cnec.br,faculdadenovapetropolis.cnec.br,ALEXANDRE JOSÉ DOS SANTOS,4,2017,4,2018,3.004,27/10/2003,1052,3/6/2019
407,FACULDADE CNEC RIO DAS OSTRAS,33.621.384/0001-19,CAMPANHA NACIONAL DE ESCOLAS DA COMUNIDADE,Privada sem fins lucrativos,2334,,PRIVADA SEM FINS LUCRATIVOS,FACULDADE,F,S,N,,"RUA RENASCER DA TERCEIRA IDADE, S/N, JARDIM CAMPOMAR",28890386,3304524,RIO DAS OSTRAS,RJ,(61) 3799-4910 / (21) 99625-2277 / (22) 2764-7107,(61) 3799-4924, ceduc.es@cnec.br,http://faculdaderiodasostras.cnec.br/,ALEXANDRE JOSÉ DOS SANTOS,3,2010,3,2018,2.302,28/8/2003,636 de 18/05/2012,21/5/2012
407,FACULDADE CNEC SANTO ÂNGELO,33.621.384/0001-19,CAMPANHA NACIONAL DE ESCOLAS DA COMUNIDADE,Privada sem fins lucrativos,1231,,PRIVADA SEM FINS LUCRATIVOS,FACULDADE,F,S,N,,"RUA PROFESSOR DOUTOR JOÃO AUGUSTO RODRIGUES, 471, HARMONIA",98801015,4317509,SANTO ÂNGELO,RS,(55) 3313 1922,(55) 3313 1745,"1432.margaridasilva@cnec.br, ceduc.es@cnec.br",www.cnecsan.cnec.br,ALEXANDRE JOSÉ DOS SANTOS,3,2012,3,2018,1.483,30/12/1998,1314 de 17/11/2016,18/11/2016
407,FACULDADE CNEC UNAÍ,33.621.384/0001-19,CAMPANHA NACIONAL DE ESCOLAS DA COMUNIDADE,Privada sem fins lucrativos,1070,,PRIVADA SEM FINS LUCRATIVOS,FACULDADE,F,S,N,,"RUA CELINA LISBOA FREDERICO, 142, CENTRO",38610000,3170404,UNAÍ,MG,(38) 3677 4747,(038) 3677 4747,2021.secretaria@cnec.br;2021.danielpalma@cnec.br;ensinosuperior@cnec.br;2021.romualdogonzaga@cnec.br,faculdadeunai.cnec.br,ALEXANDRE JOSÉ DOS SANTOS,4,2013,3,2018,119,16/12/1998,501 de 11/04/2017,12/4/2017
407,FACULDADE CNEC VARGINHA,33.621.384/0001-19,CAMPANHA NACIONAL DE ESCOLAS DA COMUNIDADE,Privada sem fins lucrativos,627,,PRIVADA SEM FINS LUCRATIVOS,FACULDADE,F,S,N,,"RUA PROFESSOR FELIPE TIAGO GOMES, 173, VILA BUENO",37006020,3170701,VARGINHA,MG,(35) 3690 8900,(35) 3690 8958,ceduc.es@cnec.br,www.faceca.br,ALEXANDRE JOSÉ DOS SANTOS,4,2018,3,2018,68.011,4/1/1971,1143 de 12/09/2012,13/9/2012
15922,FACULDADE COELHO NETO,06.651.509/0001-80,FRANCISCA FERREIRA COELHO - ME,Privada com fins lucrativos,18106,FACNET,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"RUA PARAÍBA, 1.518, MERCADINHO",65901290,2105302,IMPERATRIZ,MA,(99) 99989-8108,(99) 3524-8463,"franciscafcoelho@hotmail.com,facnet@faculdadecoelhoneto.edu.br",facnet@faculdadecoelhoneto.edu.br,FRANCISCA FERREIRA COELHO,3,2015,,,406 de 04/05/2018,7/5/2018,,
16321,FACULDADE CONCEITO EDUCACIONAL,20.765.397/0001-10,SESRIO - SOCIEDADE EDUCACIONAL RIO BRANCO LTDA - EPP,Privada com fins lucrativos,19860,FACCON,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"AVENIDA OSVALDO CRUZ, 10017, KM 270, BR 232, SÃO CRISTÓVÃO",56512670,2601201,ARCOVERDE,PE,83-996665999,,contato@faccon.com.br,www.faccon.com.br,KELLY CORDEIRO ANTAS,3,2017,,,1440 de 14/11/2017,16/11/2017,,
1881,FACULDADE CONCÓRDIA,05.220.468/0001-05,SOCIEDADE EDUCACIONAL CONCORDIA LTDA,Privada com fins lucrativos,2903,FACC,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"RUA RUA ANITA GARIBALDI, 3185, ACESSO CONTORNO NORTE, PRIMAVERA",89701130,4204301,CONCÓRDIA,SC,(49) 3444 5006,(49) 3444 5006,cesar@facc.com.br,www.facc.com.br,CESAR ANTONIO SCHWERTZ,3,2010,3,2018,3.629,8/12/2003,1243 de 20/12/2013,23/12/2013
16155,FACULDADE CONECTADA FACONNECT,08.997.513/0001-20,EDUCACIONAL ABRANGE LTDA,Privada com fins lucrativos,4889,FACONNECT,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"RUA ITAIPU, 157, VILA SEMINÁRIO",18570000,3512308,CONCHAS,SP,19982144706,(14)3845-2630,samanta.fedrizzi@facon.edu.br,http://www.faconnect.com.br/,AILTON ALVES PEREIRA,3,2013,3,2018,59,14/1/2009,544 de 17/04/2017,18/4/2017
15949,FACULDADE CONHECIMENTO & CIÊNCIA,17.431.430/0001-60,INSTITUTO DE MANTENCA DE ENSINO SUPERIOR LTDA - EPP,Privada com fins lucrativos,18148,FCC,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"TRAVESSA PADRE EUTÍQUIO, 1730 SALA 1, - DE 1691/1692 A 2153/2154, BATISTA CAMPOS",66033720,1501402,BELÉM,PA,(91) 30891000,,dg@faculdadefcc.edu.br,www.faculdadefcc.edu.br,ROSA COSTA FIGUEIREDO,3,2014,,,678 de 18/07/2016,19/7/2016,,
1521,FACULDADE CORPORATIVA CESPI,04.680.426/0001-94,UNIAO DE ENSINO SUPERIOR DE PIRAJU LTDA,Privada com fins lucrativos,2332,FACESPI,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"RUA JOAQUIM FRANCO DA SILVA,, 140, DISTRITO INDUSTRIAL",18800000,3538808,PIRAJU,SP,(14) 3351 8971,(14) 3351 8971,diretoria@facespi.com,www.facespi.com,ROSIVALDA LOPES,3,2019,3,2018,2.852,16/9/2004,1435 de 07/10/2011,10/10/2011
15942,FACULDADE COSMOPOLITA,17.558.597/0001-97,FACULDADES BRASIL INTELIGENTE S/S LTDA,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,18077,,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"AVENIDA TAVARES BASTOS, 1313, - DE 405/406 AO FIM, MARAMBAIA",66615005,1501402,BELÉM,PA,91-3243-3128,91-32434975,diretoria.academica@faculdadecosmopolita.edu.br,faculdadecosmopolita.edu.br,JIAN ZHONG YANG,3,2014,,,1073 de 24/11/2015,25/11/2015,,
16737,FACULDADE COSMOS DE MANAUS,26.029.925/0001-59,INSTITUTO COSMOS DE EDUCACAO SUPERIOR LTDA - EPP,Privada com fins lucrativos,21819,FACMAN,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"AV. COSME FERREIRA, 631, ALEIXO",69000083,1302603,MANAUS,AM,92 992296650,,farlei@institutocosmos.com.br,www.institutocosmos.com.br,FARLEI FRONZA,3,2017,,,424 de 04/05/2018,7/5/2018,,
889,FACULDADE COTEMIG,17.496.696/0001-91,SOCIEDADE TECNICA EDUCACIONAL DE MINAS GERAIS LTDA,Privada com fins lucrativos,1330,COTEMIG,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"RUA SANTA CRUZ, 546, BARROCA",30431228,3106200,BELO HORIZONTE,MG,(31)32138666,,moema@cotemig.com.br;ilva@cotemig.com.br,www.faculdadecotemig.br,ILVA LUCIA DE BESSAS,3,2015,3,2018,967,29/6/1999,1203 de 26/10/2016,28/10/2016
16993,FACULDADE CREPALDI,28.533.383/0001-82,INSTITUTO CREPALDI DE ENSINO LTDA,Privada com fins lucrativos,22775,Crepaldi,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,N,"RUA DOS GIRASSÓIS, 86, JARDIM CUIABÁ",78043132,5103403,CUIABÁ,MT,65 98152-4505,,marcuscrepaldi@yahoo.com.br,www.faculdadecrepaldi.edu.br,MELISSA GUIMARAES CREPALDI,3,2018,,,1540 de 06/09/2019.,10/9/2019,,
15972,FACULDADE CRIATIVO DE CIÊNCIAS APLICADAS,15.469.484/0001-90,DUARTE COELHO EMPREENDIMENTOS EDUCACIONAIS LTDA - ME,Privada com fins lucrativos,18276,FACTIVO,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"RUA PROJETADA R-4, SN, LOTE 01 - QUADRA J - LOTEAMENTO JARDIM OCIDENTAL, UNIVERSITARIO",55016900,2604106,CARUARU,PE,(81) 30728358,(81) 30728358,roberta.labanca@incorporadorabonanza.com.br,,ROBERTA LABANCA MEDEIROS,3,2016,,,833 de 11/07/2017,12/7/2017,,
2917,FACULDADE CRISTÃ DA AMAZÔNIA,08.790.056/0001-07,GRUPO EDUCACIONAL CRISTAO DO BRASIL LTDA,Privada com fins lucrativos,11593,FCA,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"RUA GENERAL RONDON, 209, JULIÃO RAMOS",68908080,1600303,MACAPÁ,AP,(96) 98115-0822,,fcamazonia@fcamazonia.com,,JORIELSON BRITO NASCIMENTO,3,2014,2,2018,1222 de 23/12/2009,24/12/2009,73 de 18/01/2017,19/1/2017
2542,FACULDADE CRISTÃ DE CURITIBA,84.835.941/0001-35,ASSOC EDUC DA IGREJA EV ASSEMBLEIA DE DEUS EM CURITIBA,Privada sem fins lucrativos,12754,FCC,PRIVADA SEM FINS LUCRATIVOS,FACULDADE,F,N,N,,"RUA PRESIDENTE FARIA, 275, FACULDADE CRISTÃ DE CURITIBA, CENTRO",80020290,4106902,CURITIBA,PR,(41)32323711,(41)32323711,edsonmartins9@gmail.com,www.faculdadecristadecuritiba.com.br,MARCIO VINICIUS RODRIGUES,3,2014,5,2018,1219 de 23/12/2009,24/12/2009,1221 de 26/10/2016,28/10/2016
17144,FACULDADE CRISTO REI,30.114.776/0001-01,SOCIEDADE DE EDUCACAO S/S LTDA,Privada com fins lucrativos,1903,FACCREI,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"RODOVIA PR 160, KM 04, SAÍDA PARA LEÓPOLIS, CONJUNTO UNIVERSITÁRIO",86300000,4106407,CORNÉLIO PROCÓPIO,PR,(43) 3524 3301,,diretoria@faccrei.edu.br,www.faccrei.edu.br,JOSE ANTONIO DA CONCEICAO,3,2019,3,2018,2750,14/12/2001,1933 de 05/11/2019.,6/11/2019
1277,FACULDADE CUIABÁ,03.762.673/0001-77,SOCIEDADE EDUCACIONAL ENES NASCIMENTO LTDA - ME,Privada com fins lucrativos,1941,FAUC,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"AVENIDA DOM AQUINO, 38, CENTRO",78015200,5103403,CUIABÁ,MT,(65) 3052-8120,(65) 3052-8113,fauc.gestao2@gmail.com.br,www.faculdadecuiaba.com.br,MARIA APARECIDA ENES ANDRADE,3,2017,3,2018,346,7/2/2002,1068,3/6/2019
15557,FACULDADE CULTURA INGLESA,61.793.907/0001-40,ASSOCIACAO CULTURA INGLESA - SAO PAULO,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,16864,FCI,PRIVADA SEM FINS LUCRATIVOS,FACULDADE,F,N,N,,"RUA MARANHÃO, 416, - LADO PAR, HIGIENÓPOLIS",1240000,3550308,SÃO PAULO,SP,011- 36660630,011 - 36660630,lizika@culturainglesasp.com.br,www.faculdadeculturainglesa.com.br,LORRAINE ELIZABETH DE MATOS,4,2018,4,2018,738 de 09/08/2013,12/8/2013,320 de 08/02/2019.,11/2/2019
2415,FACULDADE CURITIBANA,06.099.229/0001-01,ASSUPERO ENSINO SUPERIOR LTDA.,Privada com fins lucrativos,3777,FAC,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"AVENIDA REPÚBLICA ARGENTINA, 1.285, REPÚBLICA ARGENTINA, ÁGUA VERDE",80620010,4106902,CURITIBA,PR,(11) 5586 4291,(11) 3767 6262,bbrihy@unip.br;pigeral@unip.br;pigeral2020@gmail.com,,FERNANDO DI GENIO BARBOSA,3,2018,3,2018,661,9/7/2007,,
191,FACULDADE DA ALTA PAULISTA,72.557.721/0001-08,INSTITUICAO DOM BOSCO DE ENSINO E CULTURA LTDA,Privada com fins lucrativos,2056,FAP,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"RUA MANDAGUARIS, 1010, CENTRO",17600050,3555000,TUPÃ,SP,(14) 3404 3862,(14) 3404 3862,secretaria@fadap.br;secretariafap@fadap.br,www.fadap.br,GLAUCO CESAR PEREIRA DA FONSECA,3,2012,3,2018,1.377,13/5/2002,500 de 11/04/2017,12/4/2017
1513,FACULDADE DA AMAZÔNIA,04.398.722/0001-05,IESA INSTITUTO DE ENSINO SUPERIOR DA AMAZONIA S/C LTDA - ME,Privada com fins lucrativos,2323,FAMA,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"RUA WALISSON JÚNIOR ARRIGO, 2043, CRISTO REI",76983496,1100304,VILHENA,RO,(69) 2101-0850,(69) 3322 4636,ciprianoadvogados@gmail.com;procuradoria.institucional@fama-ro.com.br,www.fama-ro.com.br,ROSANGELA CIPRIANO DOS SANTOS,3,2017,2,2018,3.362,20/10/2004,,
1963,FACULDADE DA AMAZÔNIA,05.093.577/0001-09,J. COUTINHO SOCIEDADE CIVIL LTDA  - ME,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,3029,FAAM,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"RODOVIA BR 316 KM 07, 590, - DO KM 9,002 AO KM 9,600 - LADO PAR, CENTRO",67033000,1500800,ANANINDEUA,PA,(91) 3255 2236,(91) 3255 2236,neco.coutinho17@gmail.com,www.faam.com.br,JOSE DE NAZARE BARRETO COUTINHO,3,2011,2,2018,2.241,3/8/2004,1203 de 14/11/2018.,16/11/2018
2447,FACULDADE DA AMAZÔNIA DE MARABÁ,05.933.016/0001-70,INSTITUTO CAMPINENSE DE ENSINO SUPERIOR LTDA,Privada com fins lucrativos,18647,,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"AVENIDA DOIS MIL, S/N, QUADRA 91 SUPER QUADRA 25 LOTE 1, BELO HORIZONTE",68503240,1504208,MARABÁ,PA,(81)9649.1504,,emec@sereducacional.com,emec@sereducacional.com,ADRIANO LISBOA DE AZEVEDO,3,2015,,,309 de 08/03/2017,9/3/2017,,
1847,FACULDADE DA AMAZÔNIA DE PORTO VELHO,04.986.320/0001-13,SER EDUCACIONAL S.A.,Privada com fins lucrativos,18671,,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"RUA TUTÓIA, 3340, ELETRONORTE",76808668,1100205,PORTO VELHO,RO,(81)9649.1504,,emec@sereducacional.com,www.mauriciodenassau.edu.br,ADRIANO LISBOA DE AZEVEDO,4,2015,,,286 de 06/03/2017,7/3/2017,,
637,FACULDADE DA CIDADE DE MACEIÓ,11.918.109/0001-29,AESA ENSINO SUPERIOR DE ALAGOAS LTDA.,Privada com fins lucrativos,2244,FACIMA,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"AV. DURVAL DE GÓES MONTEIRO, 4354, TABULEIRO DO MARTINS",57081285,2704302,MACEIÓ,AL,(11)5586 4291,(11)3767 6262,bbrihy@unip.br;pigeral@unip.br;pigeral2020@gmail.com,,FERNANDO DI GENIO BARBOSA,3,2017,3,2018,3.741,23/12/2002,,
16082,FACULDADE DA CONSTRUÇÃO E DO TRABALHO,08.361.315/0001-76,ESCOLA DE ALTOS ESTUDOS DE SAO PAULO LTDA - ME,Privada com fins lucrativos,18620,FACT,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"AVENIDA PRESTES MAIA, 241  CONJ.4308, - LADO ÍMPAR, CENTRO",1031001,3550308,SÃO PAULO,SP,(11) 3104 3200,,anapaula@esaesp.com.br,www.esaesp.com.br,ANA PAULA TAVARES DE OLIVEIRA,3,2015,,,561 de 15/06/2018,18/6/2018,,
1237,FACULDADE DA ESCADA,03.373.369/0001-38,SOCIEDADE DE ENSINO SUPERIOR DA ESCADA LTDA - SOESE,Privada com fins lucrativos,1881,FAESC,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"RUA CORONEL ANTÔNIO MARQUES, 67, CENTRO",55500000,2605202,ESCADA,PE,(81) 3534 5153/(81) 35342034,(81) 3534 2034,silvia.gp@terra.com.br,www.faesc.edu.br,SEVERINA GOMES PEREIRA,3,2016,3,2018,2490,6/12/2001,463 de 16/05/2018.,17/5/2018
586,FACULDADE DA FUNDAÇÃO EDUCACIONAL ARAÇATUBA,44.417.764/0001-52,FUNDACAO EDUCACIONAL ARACATUBA,Fundação Pública de Direito Privado Municipal,845,FAC-FEA,PÚBLICA MUNICIPAL,CENTRO UNIVERSITÁRIO,E,N,N,,"RUA MAURÍCIO DE NASSAU, 1.191, SANTANA",16050480,3502804,ARAÇATUBA,SP,(18) 3622-8262,(18) 3622-8262,secretaria@feata.edu.br,www.feata.edu.br,SERGIO SMOLENTZOV,,,4,2018,97714,8/5/1989,97714,8/3/1995
16065,FACULDADE DA INDÚSTRIA CURITIBA,75.047.399/0002-46,INSTITUTO EUVALDO LODI NUCLEO REGIONAL DO PARANA,Privada sem fins lucrativos,15445,FAIND/CTBA,PRIVADA SEM FINS LUCRATIVOS,FACULDADE,F,N,N,,"AVENIDA COMENDADOR FRANCO, 1341, JARDIM BOTÂNICO",80215090,4106902,CURITIBA,PR,(41)3593 1220,(041) 3593 1220,alessandra.campos@ielpr.org.br;alessandra.rocha@ielpr.org.br;priscila.alves@ielpr.org.br,http://www.faculdadesdaindustria.org.br/iel/,EDSON LUIZ CAMPAGNOLO,3,2017,,,123 de 27/02/2013,28/2/2013,1649 de 19/09/2019.,23/9/2019
16065,FACULDADE DA INDÚSTRIA SÃO JOSÉ DOS PINHAIS,75.047.399/0002-46,INSTITUTO EUVALDO LODI NUCLEO REGIONAL DO PARANA,Privada sem fins lucrativos,1400,FAIND/SJP,PRIVADA SEM FINS LUCRATIVOS,FACULDADE,F,N,N,,"AVENIDA RUI BARBOSA, 5881, AFONSO PENA",83040550,4125506,SÃO JOSÉ DOS PINHAIS,PR,(41) 3593 1200,(41) 3593 1240,alessandra.campos@sistemafiep.org.br;mantenedora@sistemafiep.org.br,http://www.faculdadesdaindustria.org.br/iel/,EDSON LUIZ CAMPAGNOLO,4,2017,3,2018,1.437,4/10/1999,1357 de 27/10/2017,30/10/2017
16394,FACULDADE DA POLÍCIA MILITAR,05.783.472/0001-81,FUNDACAO TIRADENTES,Privada sem fins lucrativos,20499,FPM,PRIVADA SEM FINS LUCRATIVOS,FACULDADE,F,N,N,,"RUA T 48, S/N, SETOR OESTE",74140130,5208707,GOIÂNIA,GO,(62) 3286-5895,,andrea.gondim@faculdadepm.edu.br,https://faculdadepm.edu.br,CLEBER APARECIDO SANTOS,4,2016,,,488 de 11/04/2017,12/4/2017,,
17447,FACULDADE DA POLÍCIA MILITAR DE SANTA CATARINA,83.931.550/0001-51,POLICIA MILITAR DO ESTADO DE SANTA CATARINA,Pessoa Jurídica de Direito Público - Estadual,24530,FAPOM,PÚBLICA ESTADUAL,FACULDADE,E,N,N,N,,,,,,(48) 3665.8912,,diedir@pm.sc.gov.br,,CARLOS ALBERTO DE ARAÚJO GOMES JÚNIOR,,,,,221,12/12/2012,,
61,FACULDADE DA REGIÃO DOS LAGOS,28.906.873/0001-87,FUNDACAO EDUCACIONAL DA REGIAO DOS LAGOS,Privada sem fins lucrativos,77,FERLAGOS,PRIVADA SEM FINS LUCRATIVOS,FACULDADE,F,N,N,,"AVENIDA PROFESSORA JÚLIA KUBITSCHEK, 80, JARDIM FLAMBOYANT",28905000,3300704,CABO FRIO,RJ,(22)26456100,(22)26430485,pi@ferlagos.br,www.ferlagos.br,ANDREA MARIA FERREIRA DE OLIVEIRA,3,2019,4,2018,73870,27/3/1974,,
1226,FACULDADE DA REGIÃO SERRANA,03.571.713/0001-01,INSTITUTO DE ENSINO SUPERIOR DA REGIAO SERRANA LTDA,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial,1862,FARESE,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"RUA JEQUITIBÁ, 121, CENTRO",29645000,3204559,SANTA MARIA DE JETIBÁ,ES,(27) 3263 2010 ,(27) 3263 2010,farese@farese.edu.br,www.farese.edu.br,LEANDRO XAVIER TIMOTEO,4,2014,3,2018,2386,8/11/2001,892 de 01/09/2015,2/9/2015
16092,FACULDADE DA REGIÃO SISALEIRA,13.761.722/0001-00,GRUPO M.C EDUCACAO E ASSESSORIA LTDA - ME,Privada com fins lucrativos,18636,FARESI,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"FAZENDA PINDA BA 409 KM 10, KM 10, RODOVIA",48730000,2908408,CONCEIÇÃO DO COITÉ,BA,75-32621677,,davidfaresi@gmail.com,faresi.edu.br,DAVID MARTINS MACEDO,4,2014,,,541 de 21/06/2016,6/7/2016,,
1090,FACULDADE DA SAÚDE E ECOLOGIA HUMANA,02.493.951/0001-75,CENTRO DE ENSINO SUPERIOR DE VESPASIANO LTDA,Privada com fins lucrativos,1664,FASEH,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"RUA SÃO PAULO, 958, JARDIM ALTEROSA",33200664,3171204,VESPASIANO,MG,(31) 21382900,(31) 21382917,faseh@faseh.edu.br; karina@faseh.edu.br,www.faseh.edu.br,RUI DE OLIVEIRA SOUZA,3,2013,3,2018,330,26/2/2001,288 de 18/04/2016,19/4/2016
15755,FACULDADE DA SERRA,13.768.857/0001-06,"EMPRESA SERRANA DE ENSINO, PESQUISA E EXTENSAO LTDA",Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial,17636,SERRAVIX,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"RUA BARÃO DO RIO BRANCO, 120, COLINA DE LARANJEIRAS",29167172,3205002,SERRA,ES,27-3041-7070,27-3041-7070,eliene.penina@multivix.edu.br,www.serravix.com.br,ROMULO AUGUSTO PENINA,4,2013,,,365 de 05/05/2016,6/5/2016,,
943,FACULDADE DA SERRA GAÚCHA DE BENTO GONÇALVES,91.109.660/0001-60,SOCIEDADE EDUCACIONAL SANTA RITA S.A.,Privada com fins lucrativos,12523,,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"R RUA TREZE DE MAIO, 1130, IMIGRANTE",95702002,4302105,BENTO GONÇALVES,RS,(54) 3055-4135,(54) 3055-4135,denis.chidem@fsg.edu.br,www.ftsg.edu.br,HERMES FERREIRA FIGUEIREDO,4,2015,3,2018,1363 de 02/12/2010,3/12/2010,88 de 16/02/2016,17/2/2016
734,FACULDADE DA SEUNE,01.280.666/0001-03,SEUNE - SOC DE ENSINO UNIVERSITARIO DO NORDESTE LTDA,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1051,SEUNE,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"AVENIDA DOM ANTÔNIO BRANDÃO, 204, FAROL",57051190,2704302,MACEIÓ,AL,(82) 3336 2640,(82)  3236 2709,seune@seune.edu.br,www.seune.edu.br,SEBASTIÃO JOSÉ PALMEIRA,3,2016,3,2018,350,30/4/1998,,
16280,FACULDADE DAMA,20.549.973/0001-91,DAMA CENTRO DE EDUCACAO E TECNOLOGIA LTDA - ME,Privada com fins lucrativos,19632,,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"R RUA FREDERICO KOLHER -, 89, CAMPO DA AGUA VERDE",89466208,4203808,CANOINHAS,SC,(47) 36223988,(47) 36223988,dama@escolatecnicadama.com.br,www.escolatecnicadama.com.br,LUIZ CARLOS DE MORAES DAMASCENO,3,2016,,,1021 de 23/08/2017,24/8/2017,,
2300,FACULDADE DAMAS DA INSTRUÇÃO CRISTÃ,10.847.762/0001-81,ASSOCIACAO DAS RELIGIOSAS DA INSTRUCAO CRISTA,Privada sem fins lucrativos,3631,FADIC,PRIVADA SEM FINS LUCRATIVOS,FACULDADE,F,N,N,,"AVENIDA RUI BARBOSA, 1426, BAIRRO DAS GRAÇAS",52050000,2611606,RECIFE,PE,(81)3426-5026,(81)3241-7558,dicmav@hotmail.com,www.faculdadedamas.edu.br,MARCELA SARMENTO CAVALCANTI,4,2018,3,2018,983,1/4/2005,1084 de 31/08/2012,4/9/2012
3673,FACULDADE DAMÁSIO,07.912.676/0001-09,DAMASIO EDUCACIONAL S.A.,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,22606,Damásio,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,N,"RUA DA GLÓRIA, 195, FACULDADE DAMÁSIO, LIBERDADE",1510000,3550308,SÃO PAULO,SP,,,vpinov@adtalembrasil.com.br,,THIAGO AGUIAR SAYAO,4,2018,,,1806 de 21/10/2019.,22/10/2019,,
1057,FACULDADE DAS ATIVIDADES EMPRESARIAIS DE TERESINA,05.822.655/0001-69,FUNDACAO EDUCACIONAL DA ASSOCIACAO COMERCIAL PIAUIENSE,Privada sem fins lucrativos,1610,FAETE,PRIVADA SEM FINS LUCRATIVOS,FACULDADE,F,N,N,,"AVENIDA DOUTOR NICANOR BARRETO, 4381, VALE QUEM TEM",64057105,2211001,TERESINA,PI,(86) 3214-9500,(86) 3214-9500,infofaete@gmail.com,www.faete.edu.br,JOSE ELIAS TAJRA,3,2018,2,2018,2061,26/12/2000,,
16134,FACULDADE DE ADMINISTRAÇÃO CIÊNCIAS ECON E CONTÁBEIS DE GUARATINGUETÁ,19.347.410/0001-31,UNIESP S.A,Privada com fins lucrativos,492,FACEAG,PRIVADA SEM FINS LUCRATIVOS,FACULDADE,F,N,N,,"AVENIDA PEDRO DE TOLEDO, 195, PAVIMENTO SUPERIOR, VILA PARAÍBA",12515690,3518404,GUARATINGUETÁ,SP,(12) 3123 4870,(12) 3123 3123,erica.joslin@uniesp.edu.br;legis.educ@universidadebrasil.edu.br,www.oge.edu.br,CLÁUDIA APARECIDA OLIVEIRA PEREIRA,3,2017,3,2017,72901*,11/10/1973,,
1228,FACULDADE DE ADMINISTRAÇÃO DA ASSOCIAÇÃO BRASILIENSE DE EDUCAÇÃO,00.045.690/0001-03,ASSOCIACAO BRASILIENSE DE EDUCACAO,Privada sem fins lucrativos,1864,FABE,PRIVADA SEM FINS LUCRATIVOS,FACULDADE,F,N,N,,"RUA JOSÉ POSSER, 275, PELEGRINO",99150000,4311809,MARAU,RS,(54) 3342 8301,(54) 3342 2144,fabemarau@fabemarau.edu.br,www.fabemarau.edu.br,ERNANI LUIS WELTER,4,2015,4,2018,2.394,8/11/2001,276 de 18/04/2016,19/4/2016
